0.130849,1.49149,1.16394,1.13028,0.378165,0.330361,0.448297,0.497109,2.3553,-2.13625,-0.255908,0.396965
0.186231,1.15727,1.03276,0.941009,0.676189,0.381523,0.568778,0.503599,-2.09747,-1.5883,-0.167139,-3.948
1.30804,1.76283,0.891913,0.896787,0.198094,0.526056,0.452727,0.52571,0.304514,0.327493,0.853804,1.11088
0.402219,0.73706,1.64293,0.941627,0.0328985,0.792591,0.568236,0.534767,-1.81554,2.20949,-2.37435,-0.703614
0.648393,0.227035,0.762022,0.994617,0.535173,0.206341,0.411188,0.488555,0.624642,0.644341,-3.98386,0.00749891
0.848246,0.741564,1.4103,0.966177,0.371809,0.775269,0.581034,0.481443,1.04688,1.29532,-0.307467,1.10151
1.22088,1.85606,1.40839,0.816852,0.125617,0.524674,0.435304,0.491968,-0.0524655,0.26627,2.61195,-530.238
0.0899326,0.629194,0.677271,1.07629,0.756927,0.287144,0.576027,0.486827,0.741192,-0.00215042,1.40523,2.2284
1.06717,0.52388,0.7437,1.18292,0.718949,0.497275,0.443887,0.515399,-0.359332,-2.86619,-0.408422,-1.57482
2.35898,0.358581,0.667773,1.08402,0.631021,0.119557,0.431073,0.50938,0.82295,-3.39947,-0.449133,-0.502645
0.464413,0.320595,0.828949,0.917986,0.963119,0.640251,0.532494,0.513087,0.2408,0.891406,0.185203,29.2037
1.81135,1.82904,0.799303,1.06369,0.413967,0.147237,0.559159,0.453997,1.83863,1.4168,0.122611,0.368497
1.49632,0.154087,1.10522,1.13805,0.156911,0.373637,0.548639,0.480454,-0.530842,-1.69963,-67.8337,-0.0353429
0.0213642,2.17183,0.770044,1.00423,0.880464,0.71781,0.505458,0.491696,-0.699465,-0.194743,-1.43063,1.75896
0.184313,2.77352,1.22885,1.01477,0.187869,0.434002,0.618299,0.499716,-2.8383,-0.492105,-0.722538,-0.739327
0.849658,0.671562,0.941376,1.20657,0.494254,0.753161,0.422221,0.535523,0.565115,-2.51486,0.366782,-0.153544
0.327439,0.937392,1.53559,0.970325,0.610746,0.902247,0.701459,0.554369,-3.06242,0.105418,-26.4167,0.737634
0.789345,0.265238,0.991907,0.938366,0.920851,0.0688126,0.527035,0.483011,-1.18579,0.783031,0.372709,0.610041
0.0174531,1.90959,1.02324,1.13355,0.777316,0.320808,0.347775,0.482329,1.3578,0.157879,2.16347,0.262171
0.875098,0.676285,0.366729,0.926937,0.661583,0.700014,0.564644,0.433204,-0.903504,-0.84272,-0.112809,-0.254185
0.0668269,0.478835,0.561459,1.01878,0.205895,0.483125,0.597261,0.532701,-0.302727,2.93112,-18.2726,0.203178
1.40508,0.45585,1.32889,1.02962,0.641879,0.611213,0.386751,0.458892,3.19288,-0.457892,-1.22483,9.97013
0.265473,0.899841,2.09673,1.05397,0.685561,0.25354,0.582461,0.501275,-0.79198,-0.0729026,-0.00935769,-1.07922
0.214795,0.884941,0.648442,0.95719,0.180336,0.703482,0.538564,0.472396,0.209338,3.10402,0.1939,-0.241227
0.679691,1.28815,0.764932,0.972393,0.695936,0.331185,0.532268,0.525028,1.05391,0.390973,-0.670401,1.53172
1.41078,0.80629,0.652101,0.996151,0.843596,0.354402,0.533788,0.525844,-1.00871,1.90513,-1.42433,-0.316877
0.65227,1.19649,1.65861,0.98006,0.353703,0.507598,0.485449,0.466051,0.23915,19.2358,1.37265,-0.557268
0.681732,1.21702,0.549341,1.00822,0.885406,0.346282,0.386918,0.484596,1.2096,-0.526589,-1.64146,1.5334
0.298263,0.96248,1.66464,0.937295,0.243501,0.673077,0.563614,0.530483,-1.46956,2.80899,0.790528,-2.29865
0.273474,2.38843,0.857205,1.14815,0.319223,0.668591,0.566466,0.485074,0.652672,-0.922398,-4.86233,-1.05954
0.638274,1.10805,1.03501,0.951427,0.391904,0.776954,0.435767,0.478187,-2.97543,1.54768,1.71839,0.408804
0.879277,0.409741,0.808193,0.970408,0.424187,0.713479,0.485852,0.515965,-1.41773,0.435425,-2.64787,-4.71889
0.959223,1.19008,0.951637,1.11863,0.942943,0.505228,0.574328,0.464073,-1.2234,79.2238,1.87478,-0.543531
0.868616,2.64916,1.17879,0.876485,0.528621,0.401442,0.448403,0.494373,-0.0427287,-0.619718,2.45789,0.369279
0.0876886,0.637285,0.80499,1.00649,0.333293,0.656299,0.537548,0.512098,-0.616847,-1.08423,-0.839339,0.443338
