0.506394,0,0.0834513,0,93.22
0.505419,0.000689736,0.0850092,0.00110162,79.1
0.506531,0.00101769,0.0842106,0.000982095,85.02
0.50366,0.00260103,0.0845043,0.000779242,90.42
0.502191,0.0024608,0.0843446,0.000639554,99.06
0.500854,0.00238615,0.0846083,0.000584833,121.22
0.503536,0.00321668,0.0846445,0.000502404,99.92
0.504052,0.00285574,0.084177,0.000620056,88.56
0.503583,0.00257665,0.0834475,0.000881368,102.92
0.501214,0.00322946,0.0832638,0.000812161,120.98
0.499985,0.00316118,0.0835553,0.000788897,86.22
0.50016,0.00290256,0.0836006,0.000724457,116.78
0.500513,0.00270071,0.0837441,0.000682797,123.8
0.500319,0.00251474,0.0836596,0.000639234,92.56
0.500069,0.00235953,0.0839415,0.00065584,98.02
0.502089,0.00295316,0.0839132,0.000615462,102.34
0.501955,0.00278248,0.0838156,0.000586938,92.34
0.50203,0.0026289,0.0838038,0.000554449,103.16
0.50241,0.00251782,0.083942,0.000542211,79.44
0.502239,0.00239767,0.0838018,0.000532903,123.34
0.502193,0.00228394,0.0835998,0.000544471,88.9
0.502628,0.00222116,0.0833151,0.000589459,90.88
0.501909,0.00223805,0.0833948,0.000569181,106.58
0.501397,0.00220251,0.0834068,0.000545593,94.46
0.501469,0.00211559,0.0834739,0.000527882,101.5
0.500565,0.0022192,0.0835221,0.000509774,85.52
0.500407,0.00214263,0.0835314,0.000490979,105
0.500215,0.00207463,0.0836058,0.000479039,133.22
0.500182,0.00200335,0.0835875,0.000462869,96.64
0.500143,0.00193696,0.0834983,0.000455954,95.16
0.499822,0.00190097,0.0834878,0.000441367,102.76
0.499685,0.00184648,0.0835711,0.000435353,107.68
0.499734,0.00179118,0.0834754,0.000432534,113.9
0.499716,0.00173859,0.0835034,0.000420718,115.6
0.500207,0.00175665,0.0836028,0.000420275,113.24
0.500321,0.00171161,0.0835265,0.000415475,109.42
0.500405,0.0016674,0.0834949,0.000405442,115.5
0.500574,0.00163206,0.0834624,0.000396077,104.76
0.500453,0.00159474,0.0834326,0.00038704,106.86
0.500522,0.00155636,0.0834716,0.000379326,92.06
0.500891,0.00156164,0.0834109,0.000374897,132.08
0.501175,0.00155009,0.0833969,0.000366234,100.28
0.501354,0.00152429,0.0834137,0.000358104,105.66
0.501247,0.00149336,0.0834706,0.000354454,99.08
0.501008,0.00147917,0.0834866,0.000346938,81.88
0.501151,0.0014539,0.0833964,0.000350906,102.14
0.501207,0.00142403,0.0833529,0.000346136,88.8
0.501334,0.00140002,0.0834293,0.000347254,94.56
0.501198,0.00137802,0.0834559,0.000341184,91.84
0.501583,0.00140321,0.083479,0.000335141,108.66
0.501586,0.0013757,0.083462,0.000328998,120.68
0.501462,0.00135478,0.0835263,0.00032889,85.96
0.501321,0.00133655,0.0835415,0.000323039,85.92
0.501434,0.00131657,0.0835627,0.000317748,86.64
0.501337,0.00129618,0.0835847,0.000312731,94
0.501292,0.00127383,0.0836109,0.000308244,88.9
0.501591,0.00128622,0.0836901,0.000312855,107.42
0.501867,0.0012932,0.0837155,0.000308486,102.5
0.501889,0.00127148,0.0837698,0.000307996,113.28
0.501892,0.00125029,0.083751,0.000303435,118.88
0.502039,0.00123843,0.0837098,0.000301242,94.4
0.50228,0.00124176,0.0837425,0.000298153,90.5
0.502342,0.0012236,0.0837413,0.000293422,88.86
0.502278,0.00120617,0.0837719,0.000290426,89.36
0.502368,0.00119094,0.0837149,0.00029151,75.46
0.502462,0.00117663,0.0836848,0.000288634,90.92
0.502576,0.00116459,0.0837012,0.00028479,87.54
0.502263,0.00118882,0.0837017,0.000280602,84.2
0.502119,0.00118026,0.0837484,0.000280388,116.44
0.502078,0.00116413,0.083762,0.000276711,126.02
0.502065,0.0011478,0.0837782,0.000273291,89.98
0.501637,0.0012091,0.0837687,0.000269662,97.86
0.501591,0.0011934,0.0837388,0.000267623,84.8
0.501591,0.00117727,0.0837595,0.000264807,100.22
0.501622,0.001162,0.0837463,0.000261606,82.34
0.501501,0.00115298,0.083732,0.000258554,78.96
0.501553,0.00113916,0.0837214,0.000255411,87.86
0.501685,0.00113218,0.0837232,0.000252143,126.68
0.501712,0.00111818,0.0836985,0.00025016,83.14
0.501896,0.00111915,0.0836932,0.000247088,108.58
0.501825,0.00110758,0.0836787,0.000244464,117.26
0.50158,0.00112073,0.0836142,0.000249842,116.42
0.501557,0.00110746,0.0836109,0.000246855,81.04
0.501375,0.0011092,0.0836137,0.000243932,97.44
0.501241,0.00110418,0.0835998,0.000241454,79.22
0.501197,0.00109224,0.083634,0.000241051,99.66
0.501336,0.00108855,0.0836132,0.000239172,100.22
0.501387,0.00107737,0.0836399,0.000237935,95.24
0.501342,0.00106622,0.0836279,0.000235564,89.88
0.501367,0.00105465,0.0836221,0.000233019,108.24
0.501434,0.0010452,0.0836534,0.000232559,118.34
0.501335,0.00103845,0.0836021,0.000235639,97.96
0.501397,0.00102909,0.0835979,0.000233141,98.52
0.501369,0.00101852,0.0835908,0.00023077,77.62
0.501288,0.00101099,0.0835617,0.000230165,106.42
0.501285,0.00100046,0.0835615,0.000227768,93.26
0.501435,0.00100132,0.0835774,0.000225978,96.8
0.501277,0.00100343,0.0835446,0.000226043,113.86
0.50149,0.00101563,0.0835353,0.000223952,98.06
0.501438,0.00100681,0.0835406,0.000221775,100.76
